,Name,Rating,Reviews,Type,Head Quarter,Old,Employees
5927,Axis Clinicals,4.1,(88 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",18 years old,201-500 Employees (India)
5928,Hawa Valves,3.5,(88 Reviews),Private,"Mumbai,Maharashtra + 5 more",21 years old,201-500 Employees (India)
5929,International Pa...,4.3,(88 Reviews),Public,Hyderabad + 3 more,58 years old,10k-50k Employees (India)
5930,Eaton Industrial...,4.5,(88 Reviews),Private,Pune + 6 more,23 years old,51-200 Employees (India)
5931,Tata CLiQ,4.0,(88 Reviews),Private,"Mumbai,Maharashtra + 2 more",6 years old,501-1k Employees (India)
5932,Epicor Software ...,3.7,(88 Reviews),Private,"Austin,Texas + 1 more",50 years old,501-1k Employees (India)
5933,Shankaranarayana...,4.2,(88 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",16 years old,1k-5k Employees (India)
5934,The Zuri Hotels ...,4.1,(88 Reviews),Private,Bengaluru + 7 more,14 years old,501-1k Employees (India)
5935,Constantia Flexi...,4.1,(88 Reviews),Private,Vienna + 7 more,110 years old,501-1k Employees (India)
5936,Datasigns Techno...,4.5,(88 Reviews),Private,"Bangalore,Karnataka + 4 more",6 years old,51-200 Employees (India)
5937,RevoKarmaHub Sof...,3.3,(88 Reviews),Private,"Vadodara/Baroda,Gujarat",7 years old,11-50 Employees (India)
5938,Orion Innovation,4.0,(88 Reviews),Private,New Jersey + 8 more,29 years old,1k-5k Employees (India)
5939,Ivangel Sales & ...,3.8,(88 Reviews),Private,Kolkata + 19 more,23 years old,
5940,Morarjee Textile...,3.8,(88 Reviews),Public,"Mumbai,Maharashtra + 3 more",151 years old,201-500 Employees (India)
5941,Eurolife Healthc...,3.3,(88 Reviews),Private,"Mumbai,Maharashtra + 8 more",21 years old,51-200 Employees (India)
5942,Casino Air Cater...,4.0,(88 Reviews),Private,"Kochi/Cochin,Kerala + 11 more",17 years old,1k-5k Employees (Global)
5943,Excelity Global,4.1,(88 Reviews),Singapore + 6 more,25 years old,501-1k Employees (India),
5944,Punjab & Sind Ba...,3.4,(88 Reviews),Private,New Delhi + 33 more,114 years old,5k-10k Employees (India)
5945,Savita Oil Techn...,4.3,(88 Reviews),Public,"Mumbai,Maharashtra + 14 more",61 years old,1k-5k Employees (India)
5946,Sage Metals,3.7,(88 Reviews),Private,New Delhi + 4 more,39 years old,201-500 Employees (India)
5947,Setco Automotive,4.0,(88 Reviews),Public,"Mumbai,Maharashtra + 10 more",40 years old,501-1k Employees (India)
5948,Raptim Research,4.0,(88 Reviews),Private,"Mumbai,Maharashtra + 2 more",17 years old,201-500 Employees (India)
5949,Rds Project,3.9,(88 Reviews),Private,New Delhi + 12 more,30 years old,201-500 Employees (India)
5950,Ansal Housing & ...,3.4,(88 Reviews),Public,"Delhi/NCR,New Delhi + 11 more",39 years old,201-500 Employees (India)
5951,A.K.AUTOMATICS,3.7,(88 Reviews),Private,Hariyana + 5 more,53 years old,5k-10k Employees (India)
5952,M K Agro Tech,3.5,(88 Reviews),Srirangapatna + 15 more,27 years old,51-200 Employees (India),
5953,Jehangir Hospita...,3.9,(88 Reviews),Private,"Pune,Maharashtra + 2 more",76 years old,1k-5k Employees (India)
5954,Unistal Systems,4.4,(88 Reviews),Private,"Delhi/NCR,Delhi + 2 more",28 years old,51-200 Employees (India)
5955,Indifi Technolog...,4.0,(88 Reviews),Private,"Gurgaon,Haryana + 5 more",7 years old,201-500 Employees (India)
5956,Kumar Organic Pr...,3.6,(88 Reviews),Private,Bangalore + 4 more,31 years old,201-500 Employees (India)
5957,Gujarat Sidhee C...,4.3,(88 Reviews),Public,Junagadh + 10 more,49 years old,501-1k Employees (India)
5958,Spectrum Consult...,3.3,(88 Reviews),Private,Bangalore + 7 more,27 years old,51-200 Employees (India)
5959,Numeric Power Sy...,4.0,(88 Reviews),Public,Chennai + 28 more,38 years old,5k-10k Employees (India)
5960,South Central Ra...,4.5,(88 Reviews),Private,Secunderabad + 13 more,56 years old,1k-5k Employees (Global)
5961,Kusalava Interna...,4.3,(88 Reviews),Private,Vijayawada + 8 more,58 years old,1k-5k Employees (India)
5962,SasMos HET Techn...,3.5,(88 Reviews),Public,Bengaluru + 1 more,15 years old,201-500 Employees (India)
5963,Hindustan Platin...,3.7,(88 Reviews),Private,Navi Mumbai + 1 more,61 years old,501-1k Employees (India)
5964,Bgs Global Hospi...,3.6,(88 Reviews),Private,Bengaluru,23 years old,201-500 Employees (India)
5965,DigiVersal Consu...,3.3,(88 Reviews),Private,Noida + 1 more,7 years old,201-500 Employees (India)
5966,Turtle,3.9,(88 Reviews),Kolkata + 12 more,29 years old,51-200 Employees (India),
5967,Sundaram Home Fi...,4.0,(88 Reviews),Public,"Chennai,Tamil Nadu + 35 more",23 years old,1k-5k Employees (India)
5968,Board Infinity,3.7,(88 Reviews),Private,"Mumbai,Maharashtra + 5 more",5 years old,201-500 Employees (India)
5969,House Of Diagnos...,4.1,(88 Reviews),Private,"Delhi/NCR,Delhi + 1 more",14 years old,501-1k Employees (India)
5970,IG Petrochemical...,3.6,(87 Reviews),Public,"Mumbai,Maharashtra + 7 more",34 years old,1k-5k Employees (India)
5971,Modi Naturals,3.7,(87 Reviews),Public,New Delhi + 14 more,48 years old,501-1k Employees (India)
5972,Samsung SDS,3.7,(87 Reviews),Private,Seoul + 11 more,37 years old,1k-5k Employees (India)
5973,Donear Industrie...,3.3,(87 Reviews),Public,"Mumbai,Maharashtra + 4 more",45 years old,1k-5k Employees (India)
5974,Incture Technolo...,3.0,(87 Reviews),Private,Banglore + 1 more,16 years old,501-1k Employees (India)
5975,Softtech Enginee...,3.6,(87 Reviews),Public,"Pune,Maharashtra + 20 more",26 years old,51-200 Employees (India)
5976,Albert David,3.8,(87 Reviews),Public,Kolkata + 14 more,84 years old,1k-5k Employees (India)
5977,Lauren Informati...,3.8,(87 Reviews),Private,"Mumbai,Maharashtra + 7 more",30 years old,201-500 Employees (India)
5978,Deloitte Support...,4.2,(87 Reviews),Hyderabad/Secunderabad + 8 more,201-500 Employees (India),,
5979,KerryIndev Logis...,3.9,(87 Reviews),Private,"Chennai,Tamil Nadu + 15 more",38 years old,201-500 Employees (India)
5980,AL-SUWAIDI INDUS...,4.4,(87 Reviews),Private,Dammam + 6 more,62 years old,5k-10k Employees (India)
5981,Hipower Support ...,3.3,(87 Reviews),Private,Bengaluru,8 years old,1k-5k Employees (Global)
5982,SGPGI,4.4,(87 Reviews),Private,"Lucknow,Uttar Pradesh + 6 more",39 years old,5k-10k Employees (India)
5983,ANI INTEGRATED S...,3.7,(87 Reviews),Public,"Mumbai,Maharashtra + 17 more",34 years old,201-500 Employees (India)
5984,Australia and Ne...,4.1,(87 Reviews),Melbourne + 1 more,187 years old,5k-10k Employees (India),
5985,Soch Apparels,4.0,(87 Reviews),Private,Bengaluru + 19 more,17 years old,501-1k Employees (India)
5986,Oliva Skin and H...,4.3,(87 Reviews),Private,"Hyderabad,Telangana + 7 more",13 years old,201-500 Employees (India)
5987,IWS,4.0,(87 Reviews),Private,Noida + 16 more,18 years old,201-500 Employees (India)
5988,Galva Decoparts,4.0,(87 Reviews),Vapi + 4 more,24 years old,51-200 Employees (India),
5989,KSK Mahanadi Pow...,4.0,(87 Reviews),Public,"Champa,Chhattisgarh + 3 more",21 years old,1k-5k Employees (India)
5990,Air India Engine...,4.0,(87 Reviews),Public,"Delhi/NCR,New Delhi + 8 more",18 years old,501-1k Employees (India)
5991,J G Hosiery,3.5,(87 Reviews),Private,Kolkata + 6 more,51-200 Employees (India),
5992,Q3 Technologies,4.1,(87 Reviews),Private,"Boston,Massachusetts + 4 more",31 years old,501-1k Employees (India)
5993,Colruyt Group,4.4,(87 Reviews),Hale,15 years old,201-500 Employees (India),
5994,Layam Management...,3.6,(87 Reviews),Private,Chennai + 18 more,15 years old,11-50 Employees (Global)
5995,MPPTCL,4.2,(87 Reviews),Private,Jabalpur + 19 more,21 years old,1k-5k Employees (India)
5996,Aujas Networks,3.9,(87 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",14 years old,501-1k Employees (India)
5997,EASTMAN EXPORTS ...,3.9,(87 Reviews),Private,"Tirupur/Tiruppur,Tamil Nadu + 6 more",39 years old,501-1k Employees (Global)
5998,UTI Technology S...,3.5,(87 Reviews),Public,"Mumbai,Maharashtra + 11 more",29 years old,1k-5k Employees (India)
5999,REI Systems,4.4,(87 Reviews),Private,Sterling,33 years old,51-200 Employees (India)
6000,Layam Management...,3.6,(87 Reviews),Private,Chennai + 18 more,15 years old,11-50 Employees (Global)
6001,Rubamin,3.7,(87 Reviews),Private,"Vadodara/Baroda,Gujarat",37 years old,501-1k Employees (India)
6002,Euro School,4.0,(87 Reviews),Private,"Mumbai,Maharashtra + 12 more",21 years old,1k-5k Employees (Global)
6003,MPPTCL,4.2,(87 Reviews),Private,Jabalpur + 19 more,21 years old,1k-5k Employees (India)
6004,EASTMAN EXPORTS ...,3.9,(87 Reviews),Private,"Tirupur/Tiruppur,Tamil Nadu + 6 more",39 years old,501-1k Employees (Global)
6005,Aujas Networks,3.9,(87 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",14 years old,501-1k Employees (India)
6006,Futurz Staffing ...,3.7,(87 Reviews),Mumbai + 22 more,17 years old,51-200 Employees (India),
6007,Acebright Pharma,3.3,(87 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",28 years old,51-200 Employees (India)
6008,Galva Decoparts,4.0,(87 Reviews),Vapi + 4 more,24 years old,51-200 Employees (India),
6009,Sarda Energy & M...,4.5,(87 Reviews),Public,"Raipur,Chhattisgarh + 3 more",49 years old,1k-5k Employees (India)
6010,J G Hosiery,3.5,(87 Reviews),Private,Kolkata + 6 more,51-200 Employees (India),
6011,Sankara Eye Hosp...,4.3,(87 Reviews),"Coimbatore,Tamil Nadu + 13 more",45 years old,1k-5k Employees (India),
6012,Australia and Ne...,4.1,(87 Reviews),Melbourne + 1 more,187 years old,5k-10k Employees (India),
6013,Durovalves India,3.5,(87 Reviews),"Aurangabad,Maharashtra + 1 more",34 years old,501-1k Employees (India),
6014,Soch Apparels,4.0,(87 Reviews),Private,Bengaluru + 19 more,17 years old,501-1k Employees (India)
6015,Oliva Skin and H...,4.3,(87 Reviews),Private,"Hyderabad,Telangana + 7 more",13 years old,201-500 Employees (India)
6016,Coronis It Syste...,4.1,(87 Reviews),Mohali + 2 more,201-500 Employees (India),,
6017,JPM INDUSTRIES,3.5,(87 Reviews),Private,Gurgaon + 6 more,63 years old,1k-5k Employees (India)
6018,PearVisa Immigra...,4.9,(87 Reviews),Public,"New Delhi,Delhi + 6 more",12 years old,51-200 Employees (India)
6019,SGPGI,4.4,(87 Reviews),Private,"Lucknow,Uttar Pradesh + 6 more",39 years old,5k-10k Employees (India)
6020,ANI INTEGRATED S...,3.7,(87 Reviews),Public,"Mumbai,Maharashtra + 17 more",34 years old,201-500 Employees (India)
6021,Texport Syndicat...,3.5,(87 Reviews),Public,Mumbai + 6 more,44 years old,501-1k Employees (India)
6022,KidZania,3.8,(87 Reviews),Private,Mexico City + 1 more,25 years old,51-200 Employees (India)
6023,SPRAY ENGINEERIN...,4.4,(87 Reviews),LLP,"Mohali,Punjab + 3 more",30 years old,201-500 Employees (India)
6024,Albert David,3.8,(87 Reviews),Public,Kolkata + 14 more,84 years old,1k-5k Employees (India)
6025,OM Careers,3.1,(87 Reviews),Private,Ludhiana,14 years old,11-50 Employees (India)
6026,Danblock Brakes,4.0,(87 Reviews),Private,Hestehaven + 4 more,286 years old,51-200 Employees (India)
6027,Metriqe Solution...,4.1,(87 Reviews),Private,Irving,15 years old,201-500 Employees (India)
6028,Hipower Support ...,3.3,(87 Reviews),Private,Bengaluru,8 years old,1k-5k Employees (Global)
6029,AL-SUWAIDI INDUS...,4.4,(87 Reviews),Private,Dammam + 6 more,62 years old,5k-10k Employees (India)
6030,RLabs Enterprise...,3.7,(87 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 8 more",9 years old,1k-5k Employees (India)
6031,Deloitte Support...,4.2,(87 Reviews),Hyderabad/Secunderabad + 8 more,201-500 Employees (India),,
6032,Smart Works,3.9,(87 Reviews),Private,"Delhi,NCT + 12 more",6 years old,201-500 Employees (India)
6033,Trafigura,3.4,(87 Reviews),Private,Singapore,29 years old,501-1k Employees (India)
6034,Fouress Engineer...,3.4,(87 Reviews),Private,"Mumbai,Maharashtra + 5 more",60 years old,501-1k Employees (India)
6035,Protiviti,3.7,(87 Reviews),Private,Menlo Park + 10 more,20 years old,5k-10k Employees (India)
6036,Gangavaram Port,3.9,(86 Reviews),Private,Visakhapatnam + 4 more,14 years old,1k-5k Employees (India)
6037,Rushil Decor,4.0,(86 Reviews),Public,"Ahmedabad,Gujarat + 15 more",28 years old,501-1k Employees (India)
6038,Hidden Brains In...,4.3,(86 Reviews),Private,"Ahmedabad,Gujarat",19 years old,201-500 Employees (India)
6039,Matrix Clothing,4.5,(86 Reviews),Private,Gurugram + 2 more,42 years old,51-200 Employees (India)
6040,Sphinx Worldbiz,3.2,(86 Reviews),Private,Frankfurt Am Main + 4 more,26 years old,201-500 Employees (India)
6041,Micromatic Grind...,4.5,(86 Reviews),Private,Ghaziabad + 4 more,49 years old,501-1k Employees (India)
6042,VSynergize Outso...,2.6,(86 Reviews),Private,"Boston,MA",21 years old,201-500 Employees (India)
6043,Cadmaxx Solution...,3.4,(86 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 11 more",18 years old,501-1k Employees (India)
6044,Valmet,4.2,(86 Reviews),Private,Espoo + 10 more,84 years old,51-200 Employees (India)
6045,Paramatrix Techn...,4.4,(86 Reviews),Private,"Mumbai,Maharashtra + 2 more",18 years old,51-200 Employees (India)
6046,Convergent Commu...,4.0,(86 Reviews),Private,Bengaluru + 17 more,21 years old,51-200 Employees (India)
6047,National Steel &...,3.4,(86 Reviews),Private,Indore + 8 more,37 years old,201-500 Employees (India)
6048,Ozonegroup,4.3,(86 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",19 years old,501-1k Employees (India)
6049,Tata Realty and ...,3.9,(86 Reviews),Public,Mumbai + 16 more,15 years old,501-1k Employees (India)
6050,O P Jindal Globa...,3.9,(86 Reviews),Private,"Sonepat,Haryana + 1 more",13 years old,51-200 Employees (India)
6051,CCS Computers,4.1,(86 Reviews),Private,"Delhi/NCR,New Delhi + 14 more",30 years old,201-500 Employees (India)
6052,Qd-sbg Construct...,4.6,(86 Reviews),Sole proprietorship,Doha + 3 more,12 years old,51-200 Employees (India)
6053,ANY Graphics,3.9,(86 Reviews),Private,"Noida,Uttar Pradesh + 14 more",23 years old,201-500 Employees (India)
6054,Veena world,4.3,(86 Reviews),Private,"Mumbai,Maharashtra + 7 more",9 years old,11-50 Employees (India)
6055,Ravi Foods,3.9,(86 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 19 more",34 years old,501-1k Employees (India)
6056,Nahar Group of C...,3.4,(86 Reviews),Ludhiana + 11 more,73 years old,51-200 Employees (India),
6057,Sri Balaji Actio...,4.0,(86 Reviews),New Delhi,17 years old,201-500 Employees (India),
6058,Arwade Infrastru...,3.4,(86 Reviews),Private,Pune + 7 more,13 years old,51-200 Employees (India)
6059,S V S Projects I...,4.0,(86 Reviews),Private,Hyderabad + 6 more,31 years old,11-50 Employees (India)
6060,Imdaad,4.1,(86 Reviews),Private,Dubai + 5 more,15 years old,5k-10k Employees (Global)
6061,Metal man micro ...,4.2,(86 Reviews),Private,Rudrapur + 7 more,12 years old,1k-5k Employees (Global)
6062,RC Plasto Tanks ...,3.7,(86 Reviews),Private,Nagpur + 12 more,12 years old,51-200 Employees (India)
6063,Billroth Hospita...,3.8,(86 Reviews),Private,"Chennai,Tamil Nadu + 2 more",32 years old,201-500 Employees (India)
6064,Alghanim Industr...,4.1,(86 Reviews),Private,Sharq + 6 more,90 years old,501-1k Employees (India)
6065,Forever 21,3.6,(86 Reviews),Private,"Los Angeles,California + 16 more",38 years old,1k-5k Employees (India)
6066,BlazeClan Techno...,4.1,(86 Reviews),Private,"Pune,Maharashtra + 1 more",12 years old,501-1k Employees (India)
6067,Apmosys Technolo...,3.6,(86 Reviews),Private,"Mumbai,Maharashtra + 3 more",10 years old,51-200 Employees (India)
6068,Reliable Busines...,3.6,(86 Reviews),Mumbai + 3 more,12 years old,11-50 Employees (India),
6069,Technocraft Indu...,3.7,(86 Reviews),Public,"Mumbai,Maharashtra + 6 more",50 years old,1k-5k Employees (India)
6070,Marque Impex,4.0,(86 Reviews),Moradabad + 1 more,26 years old,1k-5k Employees (India),
6071,Taal Tech India,4.0,(86 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",10 years old,201-500 Employees (India)
6072,Sky Gourmet Cate...,4.1,(86 Reviews),Private,Mumbai + 5 more,20 years old,1k-5k Employees (India)
6073,Imerys,3.9,(86 Reviews),Private,Paris + 12 more,142 years old,51-200 Employees (India)
6074,Karza Technologi...,4.8,(86 Reviews),Private,"Mumbai,Maharashtra + 1 more",7 years old,201-500 Employees (India)
6075,Bodal Chemicals,3.9,(86 Reviews),Public,"Ahmedabad,Gujrat + 8 more",36 years old,201-500 Employees (India)
6076,Absotherm Facili...,4.5,(86 Reviews),Private,Thane + 15 more,12 years old,5k-10k Employees (Global)
6077,Netcore Solution...,3.8,(86 Reviews),Private,"Mumbai,Maharashtra + 10 more",24 years old,501-1k Employees (India)
6078,Binani Cement,4.2,(86 Reviews),Public,Mumbai + 14 more,26 years old,1k-5k Employees (Global)
6079,Dexcel Electroni...,4.4,(86 Reviews),Private,"Chennai,Tamil Nadu",10 years old,51-200 Employees (India)
6080,Infoesearch Ites,3.6,(86 Reviews),Hyderabad + 3 more,15 years old,51-200 Employees (India),
6081,Bansal Hospital,4.0,(86 Reviews),New Delhi + 12 more,24 years old,1-10 Employees (India),
6082,Ardex Endura,4.0,(86 Reviews),Private,Bengaluru + 28 more,73 years old,201-500 Employees (India)
6083,Mega Rubber Tech...,3.6,(86 Reviews),Private,"Thane,Maharashtra + 7 more",27 years old,501-1k Employees (India)
6084,Skechers,4.2,(86 Reviews),"Manhattan Beach,California + 28 more",30 years old,,
6085,Doha Petroleum C...,4.2,(86 Reviews),Private,Doha + 3 more,41 years old,1k-5k Employees (India)
6086,Vanesa Care,4.2,(86 Reviews),Private,"Delhi/NCR,Delhi + 17 more",39 years old,501-1k Employees (India)
6087,Sanzyme,4.2,(86 Reviews),Private,Hyderabad + 9 more,53 years old,201-500 Employees (India)
6088,Home-revise Educ...,3.4,(86 Reviews),Private,"Thane,Maharashtra + 11 more",20 years old,201-500 Employees (India)
6089,ANY Graphics,3.9,(86 Reviews),Private,"Noida,Uttar Pradesh + 14 more",23 years old,201-500 Employees (India)
6090,Dexcel Electroni...,4.4,(86 Reviews),Private,"Chennai,Tamil Nadu",10 years old,51-200 Employees (India)
6091,Ravi Foods,3.9,(86 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 19 more",34 years old,501-1k Employees (India)
6092,Auto Ignition,3.7,(86 Reviews),Palwal + 3 more,51 years old,501-1k Employees (India),
6093,Nahar Group of C...,3.4,(86 Reviews),Ludhiana + 11 more,73 years old,51-200 Employees (India),
6094,Mega Rubber Tech...,3.6,(86 Reviews),Private,"Thane,Maharashtra + 7 more",27 years old,501-1k Employees (India)
6095,Convergent Commu...,4.0,(86 Reviews),Private,Bengaluru + 17 more,21 years old,51-200 Employees (India)
6096,Gangavaram Port,3.9,(86 Reviews),Private,Visakhapatnam + 4 more,14 years old,1k-5k Employees (India)
6097,Sphinx Worldbiz,3.2,(86 Reviews),Private,Frankfurt Am Main + 4 more,26 years old,201-500 Employees (India)
6098,Micromatic Grind...,4.5,(86 Reviews),Private,Ghaziabad + 4 more,49 years old,501-1k Employees (India)
6099,Rushil Decor,4.0,(86 Reviews),Public,"Ahmedabad,Gujarat + 15 more",28 years old,501-1k Employees (India)
6100,National Steel &...,3.4,(86 Reviews),Private,Indore + 8 more,37 years old,201-500 Employees (India)
6101,HYUNDAI TRANSYS ...,3.8,(86 Reviews),Yeongcheon-ro + 5 more,201-500 Employees (India),,
6102,Apmosys Technolo...,3.6,(86 Reviews),Private,"Mumbai,Maharashtra + 3 more",10 years old,51-200 Employees (India)
6103,Sandvik Mining a...,4.2,(86 Reviews),Udaipur + 10 more,1k-5k Employees (India),,
6104,Lakmé Salon,4.1,(86 Reviews),Mumbai + 29 more,42 years old,1k-5k Employees (Global),
6105,Quantzig,4.8,(86 Reviews),51-200 Employees (India),,,
6106,Ziff Davis Perfo...,3.9,(86 Reviews),Private,Austin Texas,17 years old,501-1k Employees (India)
6107,Befree Business ...,3.6,(86 Reviews),"Parramatta,New South Wales + 3 more",16 years old,201-500 Employees (India),
6108,Housr,4.9,(86 Reviews),"Gurgaon,Haryana + 2 more",4 years old,11-50 Employees (India),
6109,Rimini Street,4.3,(86 Reviews),Public,Las Vegas,10 years old,201-500 Employees (India)
6110,DGS Technical Se...,3.4,(86 Reviews),Private,"Elgin,Illinois + 7 more",18 years old,501-1k Employees (India)
6111,Decimal Technolo...,3.7,(86 Reviews),Private,Gurgaon + 1 more,13 years old,501-1k Employees (India)
6112,Modi Builders & ...,4.0,(86 Reviews),Private,Hyderabad,42 years old,51-200 Employees (India)
6113,Prochant,3.2,(86 Reviews),Private,"Chennai,Tamil Nadu + 2 more",23 years old,1k-5k Employees (India)
6114,SHARON BIO MEDIC...,3.9,(85 Reviews),Public,"Mumbai,Maharashtra + 3 more",33 years old,501-1k Employees (India)
6115,Baskin Robbins,4.2,(85 Reviews),Private,"Canton,Massachusetts + 24 more",77 years old,51-200 Employees (India)
6116,Madras Medical M...,4.6,(85 Reviews),Private,"Chennai,Tamil Nadu + 2 more",40 years old,1k-5k Employees (India)
6117,BAIF Development...,4.0,(85 Reviews),Private,"Pune,Maharashtra + 24 more",55 years old,501-1k Employees (India)
6118,Annalect,4.2,(85 Reviews),Private,"New York,New York + 4 more",12 years old,501-1k Employees (India)
6119,GlobalHunt,3.6,(85 Reviews),Private,New Delhi + 10 more,20 years old,51-200 Employees (India)
6120,MS Education Aca...,3.9,(85 Reviews),Private,Hyderabad + 17 more,31 years old,51-200 Employees (India)
6121,Urbanpro,4.1,(85 Reviews),Private,"Bangalore,Karnataka + 16 more",11 years old,51-200 Employees (India)
6122,Wep Solutions In...,4.0,(85 Reviews),Public,Bangalore + 11 more,27 years old,201-500 Employees (India)
6123,Ahana Systems & ...,4.0,(85 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",15 years old,201-500 Employees (India)
6124,Techno India Gro...,3.7,(85 Reviews),Private,"Kolkata,West Bengal + 10 more",37 years old,51-200 Employees (India)
6125,Corrtech Interna...,4.2,(85 Reviews),Private,Ahemdabad + 18 more,40 years old,201-500 Employees (India)
6126,Claas,4.4,(85 Reviews),Private,"Harsewinkel,North Rhine-Westphalia + 6 more",14 years old,201-500 Employees (India)
6127,Marsh,4.2,(85 Reviews),Private,New York + 3 more,53 years old,1k-5k Employees (India)
6128,BuildAHome,4.6,(85 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",6 years old,51-200 Employees (India)
6129,Aptonline,4.1,(85 Reviews),Public,Hyderabad + 2 more,20 years old,201-500 Employees (India)
6130,Arunachala Logis...,4.3,(85 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 15 more",22 years old,51-200 Employees (India)
6131,Lulu Internation...,4.0,(85 Reviews),Private,Kerala + 11 more,9 years old,51-200 Employees (India)
6132,S.K. Finance,4.2,(85 Reviews),Jaipur + 38 more,5k-10k Employees (India),,
6133,MINI MUTHOOTTU N...,3.5,(85 Reviews),Public,"Kochi/Cochin,Kerala + 31 more",101 years old,501-1k Employees (India)
6134,Golden Tulip Hot...,4.0,(85 Reviews),Amersfoort + 20 more,60 years old,1 Lakh+ Employees (India),
6135,Altos Global Ser...,3.8,(85 Reviews),Private,Irvine + 3 more,20 years old,51-200 Employees (India)
6136,Bajaj Steel Indu...,3.9,(85 Reviews),Public,Nagpur + 1 more,61 years old,201-500 Employees (India)
6137,Hubergroup,4.2,(85 Reviews),Private,Vapi + 8 more,36 years old,1k-5k Employees (India)
6138,Department of Ag...,3.9,(85 Reviews),Public,"Delhi/NCR,New Delhi + 40 more",75 years old,10k-50k Employees (India)
6139,Aries Agro,4.2,(85 Reviews),Public,Mumbai + 15 more,53 years old,501-1k Employees (India)
6140,P N Gadgil Jewel...,4.2,(85 Reviews),Private,Pune + 17 more,190 years old,1k-5k Employees (India)
6141,Ags Infotech,4.5,(85 Reviews),Hyderabad/Secunderabad + 5 more,201-500 Employees (India),,
6142,DataTracks,3.6,(85 Reviews),Public,Singapore,17 years old,201-500 Employees (India)
6143,Stellar Informat...,3.8,(85 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",29 years old,201-500 Employees (India)
6144,Flovel Energy,3.8,(85 Reviews),Faridabad + 2 more,51 years old,1k-5k Employees (India),
6145,Hbk Contracting ...,4.5,(85 Reviews),Private,Doha + 3 more,52 years old,10k-50k Employees (India)
6146,Energo Engineeri...,4.1,(85 Reviews),Private,Gurugram + 15 more,35 years old,5k-10k Employees (Global)
6147,Kwality Pharmace...,4.1,(85 Reviews),Public,Amritsar + 6 more,39 years old,501-1k Employees (India)
6148,Accountant Anywh...,4.3,(85 Reviews),Private,"Pune,Maharashtra + 32 more",21 years old,1-10 Employees (India)
6149,Hamad Medical Co...,4.0,(85 Reviews),Doha + 5 more,43 years old,50k-1 Lakh Employees (India),
6150,Cube Constructio...,3.2,(85 Reviews),Public,"Vadodara/Baroda,Gujarat + 6 more",28 years old,1k-5k Employees (India)
6151,Hubergroup,4.2,(85 Reviews),Private,Vapi + 8 more,36 years old,1k-5k Employees (India)
6152,Aptonline,4.1,(85 Reviews),Public,Hyderabad + 2 more,20 years old,201-500 Employees (India)
6153,Arunachala Logis...,4.3,(85 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 15 more",22 years old,51-200 Employees (India)
6154,Delhi World Publ...,3.8,(85 Reviews),Private,"Noida,Uttar Pradesh + 35 more",7 years old,11-50 Employees (India)
6155,The Chennai Silk...,4.0,(85 Reviews),Private,"Tirupur/Tiruppur,Tamil Nadu + 12 more",58 years old,201-500 Employees (India)
6156,Accenture Federa...,3.9,(85 Reviews),Bengaluru/Bangalore + 11 more,50k-1 Lakh Employees (India),,
6157,Toppscholars,3.4,(85 Reviews),Mumbai + 9 more,3 years old,201-500 Employees (India),
6158,Edvoy,4.7,(85 Reviews),Private,Manchester + 3 more,16 years old,51-200 Employees (India)
6159,Ruloans,3.5,(85 Reviews),Public,"Mumbai,Maharashtra + 20 more",26 years old,51-200 Employees (Global)
6160,Krystal Integrat...,4.2,(85 Reviews),Private,Mumbai + 10 more,22 years old,201-500 Employees (India)
6161,Ahana Systems & ...,4.0,(85 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",15 years old,201-500 Employees (India)
6162,Urbanpro,4.1,(85 Reviews),Private,"Bangalore,Karnataka + 16 more",11 years old,51-200 Employees (India)
6163,Dura Automotive,3.6,(85 Reviews),Auburn Hills + 5 more,108 years old,201-500 Employees (India),
6164,SHARON BIO MEDIC...,3.9,(85 Reviews),Public,"Mumbai,Maharashtra + 3 more",33 years old,501-1k Employees (India)
6165,Annalect,4.2,(85 Reviews),Private,"New York,New York + 4 more",12 years old,501-1k Employees (India)
6166,Tropilite Foods,4.3,(85 Reviews),Private,Gwalior + 19 more,40 years old,201-500 Employees (India)
6167,Altos Global Ser...,3.8,(85 Reviews),Private,Irvine + 3 more,20 years old,51-200 Employees (India)
